Charmander,2022-06-30 06:23:54.905,205.7
Bulbassauro,2022-06-30 06:23:54.905,133.5
Pikachu,2022-06-30 06:23:56.358,5.2
Charmander,2022-06-30 06:23:55.889,205.8
Bulbassauro,2022-06-30 06:23:55.889,133.6
Bulbassauro,2022-06-30 06:23:56.922,133.7
Bulbassauro,2022-06-30 06:23:57.891,133.8
Pikachu,2022-06-30 06:23:59.364,5.3
Charmander,2022-06-30 06:23:58.895,206.6
Bulbassauro,2022-06-30 06:23:58.895,134.1
Charmander,2022-06-30 06:23:59.88,207.7
Bulbassauro,2022-06-30 06:23:59.88,135
Pikachu,2022-06-30 06:24:01.364,5.2
Charmander,2022-06-30 06:24:00.895,208.1
Bulbassauro,2022-06-30 06:24:00.895,135.2
Pikachu,2022-06-30 06:24:02.364,5.3
Charmander,2022-06-30 06:24:01.88,208.2
Charmander,2022-06-30 06:24:02.895,208.3
Charmander,2022-06-30 06:24:03.895,208.5
Bulbassauro,2022-06-30 06:24:03.895,135.4
Charmander,2022-06-30 06:24:04.88,209.1
Bulbassauro,2022-06-30 06:24:04.88,135.6
Charmander,2022-06-30 06:24:05.895,209.6
Bulbassauro,2022-06-30 06:24:05.895,136
Squirtle,2022-06-30 06:24:06.88,106645
Charmander,2022-06-30 06:24:06.88,209.7
Bulbassauro,2022-06-30 06:24:06.88,136.3
Charmander,2022-06-30 06:24:07.88,209.9
Bulbassauro,2022-06-30 06:24:07.88,136.4
Charmander,2022-06-30 06:24:08.88,210
Bulbassauro,2022-06-30 06:24:08.88,136.5
